instruction_sentence,arousal,valence,cuisine
" meanwhile, cut the tomatoes in half through the equator, then gently squeeze to remove seeds and excess liquid",5.199716126543496,4.788942435924224,French
 slice into 1/8 to 1/4 inch,5.0,5.02,French
" spread the prepared crust evenly with the mustard, then layer the tomatoes on top in alternate colors, overlapping them by about 1/2 inch and arranging them tightly within the edges (they will shrink a bit)",3.444405869083072,6.372937121860608,French
" season well with sea salt, then top with the shallot rings and thyme",3.6590021680531626,6.972891091694504,French
" cook until the tomatoes are softened and the crust is cooked through in the center, 20",4.251304347826086,6.3662244658370515,French
25 minutes,3.83,5.28,French
 add saffron to sherry set aside,3.707839527108871,5.954370841770322,French
 cut fish into bite size pieces,4.467954201068304,4.55135829379528,French
 in a large stock pot heat oil,5.031431841754028,4.976036794230927,French
" saute onions, shallots, carrot, fennel, and garlic in oil on low heat until lightly golden",4.489121763827809,5.065377931323283,French
 add all liquids and seasonings including the saffron infused sherry,3.4946921443736727,6.196285714285715,French
 lower heat and simmer 15 minutes,5.042820181814891,4.669771833202203,French
" add all seafood adding squid last, mix and simmer 10 minutes",4.1448546032340445,5.767186413083698,French
 serve hot in large bowls,4.7426415094339625,5.281547987616099,French
 top with garnishes,4.28,6.76,French
" serve with crusty bread, and a tossed salad",4.47493170790341,5.217137440466098,French
 saute onions and bacon in some butter,3.559230769230769,6.303333333333335,French
" grease a gratin dish with some butter, then put a layer of potatoes, salt and pepper",4.409893378501256,5.304667484336351,French
" spread the cooked onions and salt pork, then half of the cheese",4.283553723611653,6.45136531236551,French
" cover with another layer of potatoes, salt and pepper",4.481787628651145,5.633277553680577,French
 pour the cream on top and finish with the rest of the cheese,3.3947476796359175,6.842509491798996,French
 bake at 350f for about 30 minutes,4.463616557734205,5.586896551724139,French
" in workbowl of food processor fitted with plastic dough blade (can use metal blade if necessary), pulse flour, yeast, and salt to combine, about five 1 second pulses",4.658834854762628,5.653634806642127,French
" with machine running, slowly add oil, then water, through feed tube",3.942000510462386,5.560902702118458,French
" continue to process until dough forms ball, about 15 seconds",5.187055497991448,5.315607298489253,French
 generously dust work surface with flour,3.775611510791367,4.340845070422535,French
" using floured hands, transfer dough to work surface and knead lightly, shaping dough into ball",4.597564751859581,5.732907511906191,French
" lightly oil 1 quart measuring cup or small bowl, place dough in measuring cup, cover tightly with plastic wrap, and set aside in draft",4.188422247800222,5.257266370216054,French
"free spot until doubled in volume, 1 to 1 1/2 hours",4.494193548387098,6.846330935251799,French
" while dough is rising, heat oil in 12 inch nonstick skillet over high heat until shimmering but not smoking",5.583840018387815,5.5311756070611615,French
" stir in onions, garlic, salt, and brown sugar and cook, stirring frequently, until moisture released by onions has evaporated and onions begin to brown, about 10 minutes",5.121012171760433,5.803988570321476,French
 reduce heat to medium,5.832829787234042,4.171818181818181,French
"low and cook, stirring frequently",4.54,3.66,French
" after 15 minutes, remove garlic cloves, mince them and then return them to the pan, along with the balsamic vinegar",6.174163090128756,4.374157303370787,French
" stir and continue cooking for 5 more minutes, until onions have softened and are medium to golden brown",5.602626950546245,6.439800668780128,French
" off heat, stir in water",6.4979545454545455,5.676514657980457,French
 transfer to bowl and set aside,3.7766334164588535,5.461422924901186,French
" when dough has doubled, adjust oven rack to lowest position, set baking stone on rack, and heat oven to 500°f",4.189537105831827,5.4315531151164285,French
 remove dough from measuring cup and divide into 2 equal pieces using dough scraper,4.8758767013842625,5.134618889142012,French
" working with one piece at a time, form each piece into rough ball by gently pulling edges of dough together and pinching to seal",4.274257146537247,5.540554495681492,French
" with floured hands, turn dough ball seam",4.3799699260799905,5.817500312952664,French
side down,5.04,5.12,French
" cupping dough with both hands, gently push dough in circular motion to form taut ball",5.30009430597603,5.6362360752526275,French
 repeat with second piece,3.8249448123620304,5.316814159292036,French
" brush each lightly with oil, cover with plastic wrap, and let rest 10 minutes",3.7684192413627042,6.0565374140837775,French
" meanwhile, cut two 20 inch lengths parchment paper and set aside",3.675083082552363,5.287694000730504,French
 coat fingers and palms of hands generously with oil,4.364038330515669,5.5007318686906626,French
" using dough scraper, loosen 1 piece of dough from work surface",4.688217230140174,5.536058007936896,French
 with well,4.56,7.67,French
"oiled hands, hold dough aloft and gently stretch to 12",5.2491034482758625,6.131987577639752,French
 place on parchment sheet and gently dimple surface of dough with fingertips,4.191987725868458,5.798066002635288,French
" using oiled palms, push and flatten dough into 14x8 inch oval",5.441284576793851,5.1902694008846,French
 brush dough with oil and sprinkle with 1/4 teaspoon pepper,4.541597160904706,5.706822742474917,French
" leaving 1/2 inch border around edge, sprinkle 1/4 cup olives, 1 tablespoon chopped anchovies, and 1 teaspoon thyme evenly over dough, then evenly scatter with half of onions",4.066482709616295,5.126303491373454,French
" sprinkle with fennel seeds and marjoram, if using",4.117951212263234,5.897860615883306,French
" slip parchment with tart onto pizza peel (or inverted rimless baking sheet), then slide onto hot baking stone",4.839502164357272,5.552974774916808,French
" bake until deep golden brown, 13 to 15 minutes",4.7959705692825585,6.114910864446687,French
" while first tart bakes, shape and top second tart",4.2306101667055875,6.1200959673183535,French
 remove tart from oven with peel or pull parchment onto baking sheet,5.1595642171845215,5.402568341455669,French
 transfer tart to cutting board and slide parchment out from under tart,4.570134055884843,5.130585223345417,French
 cool 5 minutes,3.6308695652173912,5.843414634146342,French
" sprinkle with 1 1/2 teaspoons parsley, if using",3.909960079840319,5.691954022988506,French
" cut tart in half lengthwise, then cut crosswise to form 8 pieces",4.847763285544896,4.530380704780046,French
 serve immediately,5.41,5.46,French
" while first tart cools, bake second tart",4.5895117956695355,6.279856096330195,French
 preheat oven to 425,2.95,6.16,French
" add butter, salt, pepper and nutmeg to 1 cup water in a medium saucepan and bring to a boil over medium",4.474045174537987,6.419464788732395,French
high heat,6.08286496350365,5.64963696369637,French
" when butter melts, reduce the heat to low",4.753018843546288,4.337384385877673,French
 add flour to saucepan all at once and beat with a wooden spoon over low heat for about a minute until mixture pulls away from sides of the pan,4.863842439295473,4.977087893367992,French
 remove pan from heat,6.238584343045907,4.658718861209964,French
 add cheese to pan and beat with wooden spoon until thoroughly mixed,4.516098870316763,5.665407307748663,French
" add 4 eggs, one at a time, beating each into the batter until well mixed before adding the next",4.022580318762224,5.217234053399082,French
" continue beating mixture until it is smooth, shiny and firm",4.7900334872281904,4.936225187843446,French
 drop batter in small spoonfuls onto a lightly greased baking sheet,4.761256987711696,4.765096361601497,French
" beat remaining egg with 1/2 tbsp water, then brush tops of uncooked gougeres with egg wash",4.2763987479706,5.3009021638818865,French
 bake in upper third of the over for 15,5.1,6.17,French
20 minutes or until golden and doubled in size,4.031213389121339,6.245384615384616,French
 remove from oven serve hot or can be served at room temperature,4.294407462377526,5.487333235498013,French
 preheat oven to the highest temperature possible,3.2703305785123966,6.723605150214592,French
" thoroughly mix flour, oil,water and salt to make a dough (should not be sticky) and roll out as thin as possible",4.449442879903297,6.134390294899912,French
" optional:melt the butter in a pan, add onions and sweat for just a couple of minutes",4.2778210210499275,5.830080005703376,French
